approved,income,loan_amount,credit_history,employment_type,existing_loans,gender,age_group,geography
1,74601.47187141942,130000,5,Employed,1,Female,Middle-aged,Urban
1,61510.29842077349,340000,5,Employed,1,Female,Middle-aged,Rural
1,79328.11474970277,170000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,69778.64423894008,360000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,45688.46787812956,60000,3,Self-Employed,1,Female,Middle-aged,Suburban
1,50340.74970476585,360000,5,Employed,1,Female,Middle-aged,Rural
1,61692.32261414978,280000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,50045.83124907996,240000,5,Employed,1,Female,Middle-aged,Suburban
1,57472.684767724364,120000,5,Employed,2,Female,Middle-aged,Suburban
1,39525.81809725155,90000,5,Employed,2,Female,Middle-aged,Suburban
1,47807.41340016157,100000,5,Employed,1,Female,Middle-aged,Suburban
1,49263.16089674838,410000,4,Employed,1,Female,Middle-aged,Suburban
1,63597.57579480123,190000,3,Employed,1,Female,Middle-aged,Urban
1,58976.03412053239,220000,5,Employed,1,Female,Middle-aged,Urban
0,64295.60225849543,90000,3,Self-Employed,2,Female,Middle-aged,Rural
1,39059.32191765734,120000,5,Employed,2,Female,Young,Urban
0,76004.80714238166,10000,2,Unemployed,2,Female,Middle-aged,Suburban
1,72706.38464657463,500000,5,Employed,1,Female,Middle-aged,Urban
1,73931.33515785082,120000,5,Self-Employed,1,Female,Senior,Urban
1,79350.05262404398,120000,5,Self-Employed,1,Female,Middle-aged,Rural
0,79671.89603900744,220000,5,Employed,1,Female,Senior,Suburban
1,82020.59999043209,240000,5,Self-Employed,1,Female,Middle-aged,Rural
1,54658.86511995186,150000,4,Employed,2,Female,Middle-aged,Urban
1,73719.05606492962,500000,5,Employed,1,Female,Middle-aged,Suburban
1,75042.15326923026,150000,5,Employed,1,Female,Middle-aged,Rural
1,72187.93228733778,60000,5,Self-Employed,1,Female,Middle-aged,Suburban
0,71328.29032984881,30000,3,Unemployed,1,Female,Middle-aged,Rural
1,81278.09326898801,320000,5,Self-Employed,1,Female,Senior,Suburban
1,93508.44062320906,470000,5,Employed,1,Female,Senior,Suburban
1,82042.78589401745,440000,5,Employed,2,Female,Senior,Suburban
1,65699.49358138358,50000,5,Self-Employed,1,Female,Senior,Suburban
1,76258.4440209797,220000,5,Self-Employed,1,Female,Senior,Suburban
1,83213.25872034872,360000,4,Employed,1,Female,Senior,Rural
1,94061.71517256067,90000,5,Unemployed,1,Female,Senior,Suburban
0,86374.36141229417,50000,3,Unemployed,2,Female,Senior,Rural
1,82789.94605440705,50000,5,Self-Employed,1,Female,Senior,Urban
1,91877.89760178154,290000,4,Unemployed,1,Female,Senior,Urban
0,75935.84467784424,350000,5,Self-Employed,1,Female,Middle-aged,Suburban
1,73401.76592185152,110000,4,Unemployed,1,Female,Senior,Rural
0,74127.57229321895,40000,5,Self-Employed,1,Female,Senior,Urban
0,92332.32542592024,50000,4,Unemployed,1,Female,Senior,Urban
1,85369.83252927453,110000,5,Employed,1,Female,Senior,Rural
1,96485.19612033412,360000,5,Unemployed,1,Female,Senior,Urban
0,86391.58746107842,200000,5,Unemployed,2,Female,Senior,Suburban
1,77384.7519543355,140000,5,Self-Employed,2,Female,Senior,Suburban
0,90803.53432533631,80000,4,Self-Employed,2,Female,Senior,Suburban
1,73639.37663840511,260000,5,Self-Employed,1,Female,Senior,Urban
0,81069.70874945639,340000,5,Employed,1,Female,Senior,Urban
0,86615.35211932332,30000,4,Self-Employed,1,Female,Senior,Suburban
1,78183.3504200935,30000,3,Unemployed,1,Female,Senior,Rural
1,78017.92602236949,440000,5,Unemployed,1,Female,Middle-aged,Rural
1,80605.05788827027,10000,5,Unemployed,1,Female,Senior,Suburban
1,83431.54501513553,230000,5,Self-Employed,1,Female,Senior,Urban
1,96370.35632007923,50000,5,Unemployed,1,Female,Senior,Urban
1,85011.69177988083,150000,5,Self-Employed,3,Female,Senior,Urban
1,72494.6531494278,330000,5,Unemployed,1,Female,Senior,Rural
1,65337.812983979005,370000,5,Unemployed,2,Female,Middle-aged,Urban
1,84320.87693160943,130000,5,Unemployed,2,Female,Senior,Suburban
0,72314.81703656483,10000,2,Unemployed,1,Female,Senior,Rural
1,92065.77549336938,360000,5,Self-Employed,1,Female,Senior,Suburban
0,91837.38154498978,20000,4,Unemployed,1,Female,Senior,Suburban
1,73888.9264423609,180000,5,Unemployed,2,Female,Senior,Rural
1,89828.79543155136,80000,5,Unemployed,1,Female,Senior,Urban
0,85980.19112597856,50000,3,Self-Employed,1,Female,Senior,Urban
1,96128.74257237863,150000,4,Employed,2,Female,Senior,Rural
1,88342.69882669962,30000,4,Unemployed,1,Female,Senior,Suburban
1,76693.04129503945,50000,5,Unemployed,1,Female,Senior,Rural
1,72225.8012623463,20000,5,Self-Employed,3,Female,Senior,Rural
1,87938.28661641176,130000,5,Unemployed,2,Female,Senior,Urban
1,77967.35787761852,320000,5,Unemployed,2,Female,Senior,Suburban
1,90256.3104835748,300000,5,Unemployed,1,Female,Senior,Suburban
1,87534.86822684719,330000,5,Employed,1,Female,Senior,Suburban
1,86869.23442705123,50000,5,Self-Employed,2,Female,Senior,Suburban
1,86881.15317557569,70000,5,Unemployed,2,Female,Senior,Urban
1,88831.87204095918,70000,5,Unemployed,3,Female,Senior,Urban
1,87098.56374122118,100000,5,Unemployed,1,Female,Senior,Suburban
0,80068.5000812233,110000,3,Self-Employed,1,Female,Senior,Suburban
0,94485.02703504937,100000,3,Self-Employed,1,Female,Senior,Urban
1,85623.45671385666,160000,4,Unemployed,1,Female,Senior,Urban
1,89509.3464378284,70000,5,Unemployed,2,Female,Senior,Urban
1,87966.75082738283,60000,1,Self-Employed,1,Female,Senior,Suburban
1,91880.71745761877,80000,5,Self-Employed,1,Female,Senior,Rural
1,85974.0529548839,100000,5,Unemployed,1,Female,Senior,Rural
0,94266.73365004099,230000,4,Employed,1,Female,Senior,Rural
1,90776.05388458453,60000,5,Unemployed,3,Female,Senior,Suburban
1,90446.64929492139,160000,5,Self-Employed,1,Female,Senior,Urban
0,82801.42502758035,30000,5,Self-Employed,1,Female,Senior,Urban
1,96254.20595831214,310000,3,Employed,1,Female,Senior,Suburban
1,74159.88283341588,60000,5,Self-Employed,1,Male,Middle-aged,Urban
1,97995.22258637958,50000,3,Self-Employed,1,Male,Senior,Urban
1,89814.94949511337,140000,3,Unemployed,1,Male,Senior,Urban
1,47211.618758375305,20000,5,Self-Employed,2,Male,Young,Suburban
1,58081.85179639046,10000,4,Self-Employed,2,Male,Middle-aged,Urban
1,42623.51509488158,80000,5,Self-Employed,2,Male,Young,Urban
1,35677.50639196792,50000,5,Unemployed,2,Male,Young,Rural
0,74020.79992577214,160000,3,Self-Employed,1,Female,Senior,Urban
1,79517.29848220568,500000,4,Employed,2,Female,Senior,Suburban
1,81139.9315295269,470000,4,Self-Employed,1,Female,Senior,Suburban
1,78359.34745706592,210000,5,Employed,1,Female,Senior,Urban
0,36750.66906631683,50000,5,Unemployed,2,Male,Young,Urban
0,40502.38356185893,30000,3,Employed,2,Male,Young,Rural
1,33682.064495017425,50000,5,Employed,2,Male,Young,Suburban
1,44721.25598619438,80000,5,Employed,2,Male,Young,Suburban
0,31849.951843428385,30000,3,Self-Employed,1,Male,Young,Urban
1,39922.643422350964,80000,5,Employed,2,Male,Young,Urban
1,50750.02936174959,150000,5,Employed,2,Male,Young,Rural
1,35813.64260947392,170000,5,Self-Employed,2,Male,Young,Rural
1,49788.848197761676,220000,5,Self-Employed,2,Male,Young,Suburban
0,53032.71747450844,30000,3,Self-Employed,2,Male,Middle-aged,Urban
1,30905.799505800394,100000,5,Self-Employed,2,Male,Young,Suburban
0,33648.42530807317,10000,2,Self-Employed,2,Male,Young,Rural
0,26589.96260056745,140000,5,Self-Employed,2,Male,Young,Suburban
1,39704.05161358541,50000,4,Self-Employed,2,Male,Young,Urban
1,36295.31780638983,20000,5,Self-Employed,2,Male,Young,Rural
0,34799.56462761883,10000,4,Self-Employed,2,Male,Young,Suburban
1,32706.03294719885,50000,5,Self-Employed,2,Male,Young,Urban
1,33730.45963605758,10000,4,Unemployed,2,Male,Young,Suburban
1,42246.97890486646,30000,5,Self-Employed,2,Male,Young,Urban
1,38166.130745842296,50000,5,Self-Employed,2,Male,Young,Rural
0,41836.73264451969,100000,5,Self-Employed,2,Male,Young,Rural
1,35837.886757031934,20000,5,Unemployed,2,Male,Young,Suburban
1,33274.615707437966,20000,5,Self-Employed,2,Male,Young,Suburban
1,32895.20181741865,100000,5,Self-Employed,2,Male,Young,Suburban
0,43413.91520356833,50000,4,Self-Employed,2,Male,Young,Urban
1,38645.08872030021,100000,5,Employed,2,Male,Young,Rural
0,34407.841877186,30000,3,Unemployed,2,Male,Young,Urban
0,45413.653861213425,50000,5,Self-Employed,1,Male,Young,Suburban
0,34850.97592388299,50000,5,Self-Employed,2,Male,Young,Suburban
1,35722.828889487886,50000,5,Employed,2,Male,Young,Suburban
1,41731.12122258894,50000,5,Employed,2,Male,Young,Rural
1,34676.474817275455,50000,5,Employed,2,Male,Young,Suburban
1,36232.121799926834,50000,5,Self-Employed,2,Male,Young,Suburban
1,39554.65770788092,380000,5,Self-Employed,2,Male,Young,Rural
0,41377.22841429032,50000,3,Employed,2,Male,Young,Urban
1,40937.99781186817,30000,3,Self-Employed,2,Male,Young,Suburban
1,38172.07077402168,150000,5,Self-Employed,1,Male,Young,Urban
1,38368.37079403296,180000,5,Self-Employed,2,Male,Young,Rural
0,35469.82644342243,80000,5,Unemployed,2,Male,Young,Urban
0,36434.42955882194,110000,3,Self-Employed,2,Male,Young,Rural
1,40943.72814428795,30000,5,Unemployed,2,Male,Young,Urban
0,32818.74378222008,110000,5,Self-Employed,2,Male,Young,Urban
1,35617.20771503395,280000,5,Self-Employed,2,Male,Young,Urban
0,27449.62967980845,10000,5,Self-Employed,2,Male,Young,Suburban
1,25024.955318369663,10000,5,Self-Employed,2,Male,Young,Suburban
1,42830.52009629143,20000,3,Self-Employed,2,Male,Young,Rural
1,41146.3424294886,170000,5,Self-Employed,2,Male,Young,Urban
0,37588.669014028565,20000,2,Unemployed,2,Male,Young,Urban
1,34900.32544854513,130000,5,Self-Employed,2,Male,Young,Suburban
0,38776.52829947183,200000,3,Employed,2,Male,Young,Rural
1,40682.02058650474,250000,5,Self-Employed,2,Male,Young,Rural
1,38661.29847645591,80000,5,Self-Employed,2,Male,Young,Suburban
1,42461.948530588576,180000,5,Employed,2,Male,Young,Rural
1,43457.432992976115,120000,5,Self-Employed,2,Male,Young,Rural
1,39675.689833562676,20000,4,Self-Employed,2,Male,Young,Suburban
1,40955.852190213904,150000,5,Employed,2,Male,Young,Suburban
1,30639.46194991687,190000,5,Self-Employed,2,Male,Young,Rural
1,45680.42682068347,210000,5,Employed,2,Male,Young,Suburban
1,32385.26634045903,180000,5,Self-Employed,2,Male,Young,Suburban
1,41582.150967468966,50000,5,Self-Employed,2,Male,Young,Suburban
1,44313.46957927837,140000,5,Employed,2,Male,Young,Rural
1,44694.72626115731,80000,5,Self-Employed,2,Male,Young,Urban
0,35297.16202516467,80000,5,Self-Employed,2,Male,Young,Urban
1,39937.34039307741,80000,3,Self-Employed,2,Male,Young,Urban
1,40201.20014572584,20000,5,Self-Employed,2,Male,Young,Rural
0,39354.47814615638,10000,2,Self-Employed,1,Male,Young,Suburban
0,33286.049908507266,30000,4,Self-Employed,2,Male,Young,Rural
1,43715.94346333061,240000,5,Employed,2,Male,Young,Rural
1,58497.73532047133,50000,4,Self-Employed,2,Male,Young,Urban
0,35208.3565520585,90000,5,Self-Employed,2,Male,Young,Suburban
1,43573.68911869324,60000,5,Employed,2,Male,Young,Urban
0,41875.15924070778,100000,5,Self-Employed,2,Male,Young,Suburban
1,40533.41230088605,120000,5,Employed,2,Male,Young,Rural
1,34274.79270484066,10000,5,Self-Employed,1,Male,Young,Urban
0,47224.63355863442,70000,4,Self-Employed,2,Male,Young,Suburban
1,40248.87658104217,60000,5,Employed,2,Male,Young,Rural
1,45172.603275509166,130000,5,Employed,2,Male,Young,Suburban
0,46260.528760554356,30000,2,Unemployed,1,Male,Young,Rural
1,50834.19378008749,360000,5,Employed,2,Male,Young,Urban
1,47732.641551687644,80000,5,Self-Employed,2,Male,Young,Urban
1,34642.89692822469,20000,5,Self-Employed,2,Male,Young,Urban
1,36990.02653276741,50000,5,Self-Employed,2,Male,Young,Suburban
0,48517.84650441012,80000,4,Unemployed,2,Male,Young,Rural
1,43944.893723565125,150000,5,Employed,1,Male,Young,Urban
1,42617.24391495723,60000,5,Self-Employed,2,Male,Young,Suburban
1,38269.576419356796,220000,5,Self-Employed,2,Male,Young,Rural
1,39699.199206730365,10000,5,Unemployed,2,Male,Young,Rural
1,34656.37693630405,50000,3,Self-Employed,2,Male,Young,Urban
1,33670.134244264766,50000,5,Employed,2,Male,Young,Suburban
1,43013.9962801434,220000,5,Employed,2,Male,Young,Rural
1,39190.25818537001,450000,4,Employed,2,Male,Young,Rural
1,50776.53863647266,240000,4,Self-Employed,1,Male,Middle-aged,Rural
1,45086.37369471921,500000,5,Self-Employed,2,Male,Young,Suburban
1,43111.41181277479,170000,5,Employed,2,Male,Young,Rural
0,40475.13807237409,100000,3,Self-Employed,2,Male,Young,Rural
1,42389.05739266587,60000,5,Employed,2,Male,Young,Rural
1,42234.70945633439,200000,5,Employed,2,Male,Young,Rural
0,50523.82081586983,200000,3,Self-Employed,2,Male,Young,Rural
1,48985.39507802399,20000,5,Employed,2,Male,Young,Urban
0,40271.91731983358,40000,4,Self-Employed,2,Male,Young,Urban
1,41011.910476786135,110000,5,Employed,2,Male,Young,Suburban
1,39823.54172215453,10000,5,Self-Employed,1,Male,Young,Rural
1,43588.09883556372,100000,5,Self-Employed,2,Male,Young,Suburban
1,41811.759654964946,50000,4,Self-Employed,2,Male,Young,Suburban
1,43032.50926636442,30000,5,Unemployed,2,Male,Young,Urban
1,41282.98753946298,30000,4,Self-Employed,2,Male,Young,Urban
1,45457.823404460054,50000,2,Self-Employed,1,Male,Young,Suburban
0,50885.527426468965,20000,4,Unemployed,2,Male,Young,Urban
1,41524.72960694478,50000,5,Self-Employed,2,Male,Young,Suburban
0,45787.22103526015,60000,3,Self-Employed,2,Male,Young,Rural
0,57240.705865629854,50000,5,Self-Employed,2,Male,Middle-aged,Rural
0,49791.726821960816,130000,3,Unemployed,1,Male,Middle-aged,Rural
0,39694.4550984213,20000,5,Self-Employed,2,Male,Young,Rural
0,41065.69964311586,100000,3,Self-Employed,2,Male,Young,Urban
0,61772.50669924492,20000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,61006.249856667506,150000,5,Unemployed,2,Male,Middle-aged,Rural
1,47409.63367851698,70000,5,Employed,2,Male,Middle-aged,Rural
1,66849.00648525823,250000,5,Employed,1,Male,Middle-aged,Rural
0,48201.122102412046,50000,3,Unemployed,1,Male,Middle-aged,Rural
0,56533.06104107685,90000,5,Self-Employed,1,Male,Middle-aged,Rural
1,43984.661017034545,90000,5,Self-Employed,2,Male,Middle-aged,Urban
0,52977.872420855,120000,3,Employed,2,Male,Middle-aged,Suburban
1,31569.379104583648,240000,5,Self-Employed,2,Male,Young,Urban
0,39886.71696079552,50000,5,Self-Employed,2,Male,Young,Urban
0,44717.15741692686,100000,3,Self-Employed,1,Male,Young,Suburban
1,87908.36504186661,390000,5,Unemployed,1,Male,Middle-aged,Suburban
0,53855.682461858145,50000,3,Unemployed,1,Male,Middle-aged,Urban
0,62713.369449940015,40000,3,Self-Employed,1,Male,Middle-aged,Suburban
1,49726.99159842685,190000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,68369.0902495242,10000,2,Self-Employed,1,Male,Middle-aged,Urban
1,69342.31821466713,10000,5,Self-Employed,1,Male,Middle-aged,Rural
1,46388.481800859634,180000,5,Employed,2,Male,Young,Rural
1,56226.49111763035,230000,5,Self-Employed,2,Male,Middle-aged,Rural
1,47573.125949970956,20000,5,Self-Employed,2,Male,Middle-aged,Rural
0,38410.22976335703,230000,3,Self-Employed,2,Male,Middle-aged,Suburban
1,40948.86327138303,200000,5,Employed,2,Male,Middle-aged,Urban
1,46575.05906483993,470000,5,Employed,2,Male,Middle-aged,Rural
1,71223.32432547248,150000,5,Employed,3,Male,Middle-aged,Suburban
1,52378.4143964098,70000,5,Unemployed,1,Male,Middle-aged,Suburban
1,51577.49556905964,50000,5,Self-Employed,2,Male,Middle-aged,Rural
1,48158.42842270301,80000,5,Employed,2,Male,Middle-aged,Urban
1,54338.448011343615,330000,5,Employed,1,Male,Middle-aged,Suburban
1,52763.767877499115,140000,5,Self-Employed,2,Male,Middle-aged,Rural
0,55372.79104865588,70000,3,Self-Employed,2,Male,Middle-aged,Rural
1,52205.3382120092,280000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,45488.04995920268,150000,5,Unemployed,2,Male,Young,Rural
1,51981.90792351745,80000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,66600.86741506189,120000,5,Employed,1,Male,Middle-aged,Suburban
1,67393.95160540841,50000,5,Self-Employed,1,Male,Middle-aged,Urban
1,66120.8527082533,230000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,57170.267062110644,160000,4,Self-Employed,2,Male,Middle-aged,Rural
1,51527.31851085725,50000,5,Unemployed,2,Male,Middle-aged,Urban
1,81487.00760076048,100000,5,Unemployed,1,Male,Middle-aged,Rural
0,67627.68604924016,200000,3,Self-Employed,1,Male,Middle-aged,Suburban
1,54865.04080953894,170000,4,Self-Employed,1,Male,Middle-aged,Suburban
1,62918.768925552446,50000,5,Self-Employed,1,Male,Middle-aged,Rural
1,72447.60834781223,200000,5,Unemployed,1,Male,Middle-aged,Rural
1,57950.77796790964,200000,5,Self-Employed,1,Male,Middle-aged,Rural
1,58004.15414359698,50000,5,Unemployed,2,Male,Middle-aged,Rural
1,71371.36591702518,50000,5,Unemployed,2,Male,Middle-aged,Suburban
1,63925.33678661645,300000,5,Self-Employed,1,Male,Middle-aged,Rural
1,55073.294523801436,130000,5,Self-Employed,2,Male,Middle-aged,Rural
0,59005.30055837025,80000,3,Employed,2,Male,Middle-aged,Rural
1,44365.77374969015,120000,5,Employed,2,Male,Middle-aged,Urban
0,44825.09115580413,140000,5,Employed,2,Male,Middle-aged,Urban
1,62412.17798275514,220000,5,Employed,2,Male,Middle-aged,Urban
0,59144.38056605861,70000,5,Self-Employed,2,Male,Middle-aged,Urban
1,57848.07249718011,20000,5,Unemployed,2,Male,Middle-aged,Suburban
1,72815.05480292138,200000,4,Employed,1,Male,Middle-aged,Urban
0,42518.21117994601,20000,4,Self-Employed,1,Male,Middle-aged,Suburban
1,53712.55102339887,510000,5,Employed,2,Male,Middle-aged,Urban
1,59279.22715598103,450000,5,Employed,2,Male,Middle-aged,Rural
1,52541.60141859136,50000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,77413.1306045901,120000,5,Self-Employed,3,Male,Middle-aged,Suburban
0,69707.40301392933,50000,4,Unemployed,1,Male,Middle-aged,Rural
1,42201.26079155841,280000,5,Self-Employed,2,Male,Middle-aged,Rural
0,40994.78762990379,30000,1,Employed,2,Male,Middle-aged,Rural
1,49073.5003055459,20000,4,Self-Employed,1,Male,Middle-aged,Urban
1,59160.49472544056,80000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,65477.27861838583,120000,5,Self-Employed,1,Male,Middle-aged,Rural
1,60509.36461615769,370000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,68410.10379925133,50000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,50555.157390089014,20000,5,Unemployed,2,Male,Middle-aged,Urban
1,58101.078628884265,160000,5,Self-Employed,1,Male,Middle-aged,Rural
1,70918.38112441103,170000,5,Unemployed,2,Male,Middle-aged,Urban
1,45510.16382458572,100000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,54460.288737574876,210000,5,Employed,1,Male,Middle-aged,Suburban
1,50272.557746962106,100000,5,Unemployed,2,Male,Middle-aged,Urban
0,56477.726175867596,230000,5,Employed,1,Male,Middle-aged,Urban
1,66390.22941220885,240000,5,Employed,1,Male,Middle-aged,Urban
1,54502.131117995166,240000,5,Unemployed,2,Male,Middle-aged,Suburban
0,72986.62500277949,50000,3,Self-Employed,3,Male,Middle-aged,Suburban
1,59582.79411922513,80000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,52984.38881777221,50000,5,Unemployed,2,Male,Middle-aged,Rural
1,54882.834555239846,50000,5,Self-Employed,1,Male,Middle-aged,Urban
1,56438.59497175852,440000,5,Employed,2,Male,Middle-aged,Suburban
1,56807.57706585976,220000,5,Unemployed,2,Male,Middle-aged,Rural
1,49358.08940980991,70000,5,Employed,2,Male,Young,Rural
1,54743.868009117454,240000,5,Employed,2,Male,Middle-aged,Urban
1,55058.742039265075,360000,5,Unemployed,2,Male,Middle-aged,Rural
1,45604.48356683134,360000,5,Employed,2,Male,Middle-aged,Suburban
1,47476.63259170913,80000,5,Employed,2,Male,Middle-aged,Suburban
0,53927.128963836476,30000,4,Self-Employed,2,Male,Middle-aged,Rural
0,53600.80409191347,160000,4,Self-Employed,2,Male,Middle-aged,Urban
0,58201.16867983949,150000,3,Self-Employed,2,Male,Middle-aged,Urban
1,43196.317436543184,100000,5,Self-Employed,2,Male,Young,Suburban
1,53273.50247445672,70000,4,Self-Employed,2,Male,Middle-aged,Rural
1,57835.487195970956,300000,5,Self-Employed,2,Male,Middle-aged,Urban
0,63839.81937595442,90000,3,Self-Employed,1,Male,Middle-aged,Urban
1,65229.242052400004,800000,5,Employed,2,Male,Middle-aged,Suburban
1,63741.172303240615,360000,5,Self-Employed,2,Male,Middle-aged,Urban
0,52919.57460320482,90000,4,Self-Employed,1,Male,Middle-aged,Suburban
0,60151.338894607,300000,5,Unemployed,2,Male,Middle-aged,Suburban
0,76815.69047488419,30000,4,Unemployed,1,Male,Middle-aged,Urban
1,50935.20744864855,50000,5,Self-Employed,2,Male,Middle-aged,Rural
0,32374.35177394165,110000,3,Self-Employed,1,Male,Young,Rural
1,58615.189558398626,80000,5,Employed,2,Male,Middle-aged,Urban
1,55836.231018495804,140000,5,Self-Employed,1,Male,Middle-aged,Urban
1,68579.77261890717,50000,5,Self-Employed,1,Male,Middle-aged,Urban
1,62110.885784636645,20000,5,Unemployed,2,Male,Middle-aged,Suburban
1,80496.7469293113,50000,5,Unemployed,2,Male,Middle-aged,Suburban
1,51320.5700530304,50000,4,Employed,2,Male,Middle-aged,Urban
0,64943.80220545277,130000,2,Self-Employed,1,Male,Middle-aged,Suburban
1,68796.93969162345,90000,5,Self-Employed,1,Male,Middle-aged,Rural
1,63271.07440453414,30000,5,Unemployed,1,Male,Middle-aged,Suburban
0,80820.31752476044,50000,5,Self-Employed,1,Male,Middle-aged,Urban
1,56357.32699464005,170000,5,Employed,1,Male,Middle-aged,Urban
0,43804.416151405734,290000,3,Employed,2,Male,Middle-aged,Suburban
1,62372.09519924682,20000,5,Unemployed,1,Male,Middle-aged,Suburban
0,62245.06470186926,180000,3,Employed,2,Male,Middle-aged,Rural
1,49206.377134740316,360000,4,Employed,1,Male,Middle-aged,Urban
1,46573.0950291251,20000,5,Unemployed,2,Male,Middle-aged,Suburban
1,45241.14179211196,140000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,62193.615977487476,90000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,62094.91011556549,120000,5,Self-Employed,1,Male,Middle-aged,Urban
1,55426.09613799101,160000,5,Employed,1,Male,Middle-aged,Urban
0,50979.36682717573,280000,3,Self-Employed,1,Male,Middle-aged,Rural
1,67895.95848101887,500000,5,Employed,1,Male,Middle-aged,Rural
0,58475.43853156011,100000,3,Self-Employed,2,Male,Middle-aged,Rural
1,44605.34629648009,160000,5,Unemployed,2,Male,Middle-aged,Urban
1,71747.45493982283,20000,5,Self-Employed,1,Male,Middle-aged,Rural
1,55008.83080438945,400000,3,Employed,2,Male,Middle-aged,Rural
1,67919.06848477079,30000,3,Self-Employed,1,Male,Middle-aged,Suburban
1,71723.84144077783,50000,5,Unemployed,1,Male,Middle-aged,Suburban
1,61459.66713836285,70000,4,Self-Employed,2,Male,Middle-aged,Rural
1,67413.77635219788,110000,4,Self-Employed,1,Male,Middle-aged,Rural
1,70998.94247164928,50000,5,Self-Employed,2,Male,Middle-aged,Rural
1,60720.755685011165,170000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,53826.4231363108,30000,5,Employed,1,Male,Middle-aged,Suburban
1,43880.91056826391,50000,5,Unemployed,1,Male,Young,Rural
0,53241.93721957902,50000,5,Self-Employed,2,Male,Young,Urban
0,67637.06600552413,90000,4,Unemployed,1,Male,Middle-aged,Suburban
1,60313.34722852806,110000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,73069.85437152233,240000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,52707.34868557795,360000,5,Unemployed,1,Male,Middle-aged,Urban
1,72555.62516515348,290000,5,Self-Employed,2,Male,Middle-aged,Urban
1,54615.68085063441,180000,5,Employed,1,Male,Middle-aged,Urban
1,64330.76063192453,180000,5,Self-Employed,1,Male,Middle-aged,Urban
1,61359.16649820557,50000,5,Self-Employed,2,Male,Middle-aged,Urban
1,68113.34000071527,500000,5,Employed,2,Male,Middle-aged,Urban
0,41005.03794967463,50000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,51337.28164974726,50000,1,Unemployed,1,Male,Middle-aged,Rural
1,50033.53253705667,400000,5,Employed,2,Male,Middle-aged,Rural
1,57156.620816264556,240000,5,Self-Employed,1,Male,Middle-aged,Urban
1,46442.78569415588,150000,5,Self-Employed,1,Male,Middle-aged,Suburban
0,46051.14274267664,50000,2,Unemployed,2,Male,Middle-aged,Urban
1,51773.70986173153,150000,4,Employed,1,Male,Middle-aged,Suburban
0,61830.53729911849,50000,5,Unemployed,1,Male,Middle-aged,Urban
1,54527.07158571297,360000,5,Employed,2,Male,Middle-aged,Suburban
0,53596.24404127614,100000,3,Employed,1,Male,Middle-aged,Suburban
1,60841.12013105208,30000,3,Self-Employed,2,Male,Middle-aged,Suburban
1,52968.01175679976,260000,5,Employed,2,Male,Middle-aged,Suburban
1,38387.86277202998,140000,5,Self-Employed,1,Male,Young,Rural
1,79626.75499140998,30000,5,Unemployed,1,Male,Middle-aged,Suburban
0,50765.115344743994,60000,3,Self-Employed,2,Male,Middle-aged,Suburban
1,45892.08751547142,10000,4,Self-Employed,2,Male,Young,Suburban
0,55250.76946748461,110000,3,Unemployed,2,Male,Middle-aged,Suburban
0,57152.49862622979,40000,5,Employed,2,Male,Middle-aged,Rural
0,70699.95210051522,50000,3,Unemployed,1,Male,Middle-aged,Suburban
1,57544.21891983005,50000,5,Self-Employed,2,Male,Middle-aged,Rural
0,53003.538238903006,350000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,50371.27551520178,450000,5,Employed,2,Male,Middle-aged,Rural
1,60059.64073469168,50000,5,Self-Employed,2,Male,Middle-aged,Suburban
1,60023.292158907716,170000,5,Unemployed,1,Male,Middle-aged,Rural
1,58474.6012841048,100000,4,Self-Employed,1,Male,Middle-aged,Suburban
1,53270.22120795176,140000,5,Employed,1,Male,Middle-aged,Suburban
1,37288.454782771594,250000,4,Employed,2,Male,Young,Suburban
1,43217.07556391447,130000,4,Employed,2,Male,Young,Urban
1,50899.779383667075,130000,3,Self-Employed,2,Male,Middle-aged,Rural
0,50684.04739769346,360000,5,Unemployed,1,Male,Middle-aged,Urban
1,58220.95591589192,270000,5,Self-Employed,1,Male,Middle-aged,Suburban
1,63677.99081950782,140000,5,Self-Employed,1,Male,Middle-aged,Rural
1,47162.55587639622,150000,5,Self-Employed,2,Male,Middle-aged,Urban
1,45947.9230158545,200000,5,Employed,2,Male,Middle-aged,Urban
